Date,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Week_of_Month,Is_Weekend,Is_Month_Start,Is_Month_End,Transaction Description,Transaction_Description_Clean,Category,Amount,Type,Is_Income,Category_Avg_Amount,Monthly_Total_By_Category,Previous_Transaction_Amount,Rolling_7day_Avg,Rolling_30day_Avg,Days_Since_Last_Transaction,Cumulative_Spending_By_Category,Transaction_Count_By_Category
2020-06-22,2020,6,June,2,22,0,Monday,26,4,0,0,0,International second former reflect.,International second former reflect.,Other,1962.0,Income,1,2726.7279411764707,12346.0,1879.08,1400.282857142857,1280.319,1.0,32991.0,12
2020-06-22,2020,6,June,2,22,0,Monday,26,4,0,0,0,Edge building court.,Edge building court.,Travel,86.13,Expense,0,1059.3611875000001,990.97,1962.0,1302.4071428571426,1242.282,0.0,16134.72,15
2020-06-24,2020,6,June,2,24,2,Wednesday,26,4,0,0,0,Week real course school everybody.,Week real course school everybody.,Health & Fitness,1459.8,Expense,0,955.2240789473684,4901.3099999999995,86.13,1030.3785714285714,1246.307,2.0,13417.44,13
2020-06-30,2020,6,June,2,30,1,Tuesday,27,5,0,0,1,Executive beyond create dinner conference.,Executive beyond create dinner conference.,Rent,776.54,Expense,0,982.2750909090909,1547.8,1459.8,1046.5642857142857,1209.576,6.0,16496.95,15
2020-06-30,2020,6,June,2,30,1,Tuesday,27,5,0,0,1,Call animal approach factor want.,Call animal approach factor want.,Travel,98.33,Expense,0,1059.3611875000001,990.97,776.54,995.8085714285714,1166.987,0.0,16233.05,16
2020-07-02,2020,7,July,3,2,3,Thursday,27,1,0,0,0,Their off.,Their off.,Entertainment,734.8,Expense,0,1036.1221678321679,4853.639999999999,98.33,999.5257142857142,1173.0813333333333,2.0,15650.5,14
2020-07-03,2020,7,July,3,3,4,Friday,27,1,0,0,0,Key continue anything wait.,Key continue anything wait.,Other,3071.0,Income,1,2726.7279411764707,6092.0,734.8,1169.8,1261.6093333333333,1.0,36062.0,13
2020-07-04,2020,7,July,3,4,5,Saturday,27,1,1,0,0,State husband.,State husband.,Rent,1442.31,Expense,0,982.2750909090909,3919.73,3071.0,1095.5585714285714,1275.8276666666668,1.0,17939.26,16
2020-07-05,2020,7,July,3,5,6,Sunday,27,1,1,0,0,Picture approach chance none fight.,Picture approach chance none fight.,Travel,1337.12,Expense,0,1059.3611875000001,5355.49,1442.31,1274.2714285714285,1313.9426666666668,1.0,17570.17,17
2020-07-06,2020,7,July,3,6,0,Monday,28,1,0,0,0,Newspaper indicate other.,Newspaper indicate other.,Travel,1113.28,Expense,0,1059.3611875000001,5355.49,1337.12,1224.7685714285712,1347.7943333333335,1.0,18683.45,18
2020-07-06,2020,7,July,3,6,0,Monday,28,1,0,0,0,Herself training father open investment.,Herself training father open investment.,Other,1925.0,Income,1,2726.7279411764707,6092.0,1113.28,1388.8342857142857,1369.3656666666668,0.0,37987.0,14
2020-07-08,2020,7,July,3,8,2,Wednesday,28,2,0,0,0,Art whether between several personal.,Art whether between several personal.,Travel,818.09,Expense,0,1059.3611875000001,5355.49,1925.0,1491.6571428571428,1359.7073333333333,2.0,19501.54,19
2020-07-11,2020,7,July,3,11,5,Saturday,28,2,1,0,0,Church community.,Church community.,Travel,580.96,Expense,0,1059.3611875000001,5355.49,818.09,1469.68,1371.3183333333332,3.0,20082.5,20
2020-07-12,2020,7,July,3,12,6,Sunday,28,2,1,0,0,Able late order.,Able late order.,Health & Fitness,935.33,Expense,0,955.2240789473684,3031.75,580.96,1164.5842857142857,1365.972,1.0,14352.77,14
2020-07-12,2020,7,July,3,12,6,Sunday,28,2,1,0,0,Discuss religious.,Discuss religious.,Entertainment,1027.24,Expense,0,1036.1221678321679,4853.639999999999,935.33,1105.2885714285715,1372.6799999999998,0.0,16677.74,15
2020-07-13,2020,7,July,3,13,0,Monday,29,2,0,0,0,Reach under.,Reach under.,Utilities,1321.11,Expense,0,935.2482165605096,2810.9799999999996,1027.24,1103.0014285714285,1387.8743333333332,1.0,14393.17,16
2020-07-17,2020,7,July,3,17,4,Friday,29,3,0,0,0,Boy different chance enter.,Boy different chance enter.,Health & Fitness,195.84,Expense,0,955.2240789473684,3031.75,1321.11,971.9385714285714,1348.8253333333334,4.0,14548.61,15
2020-07-20,2020,7,July,3,20,0,Monday,30,3,0,0,0,Arrive society.,Arrive society.,Entertainment,1348.86,Expense,0,1036.1221678321679,4853.639999999999,195.84,889.632857142857,1341.7063333333333,3.0,18026.6,16
2020-07-21,2020,7,July,3,21,1,Tuesday,30,3,0,0,0,Matter management ball.,Matter management ball.,Other,1096.0,Income,1,2726.7279411764707,6092.0,1348.86,929.3342857142856,1313.3083333333334,1.0,39083.0,15
2020-07-21,2020,7,July,3,21,1,Tuesday,30,3,0,0,0,Keep light fight.,Keep light fight.,Entertainment,303.23,Expense,0,1036.1221678321679,4853.639999999999,1096.0,889.6585714285713,1265.7303333333332,0.0,18329.83,17
2020-07-22,2020,7,July,3,22,2,Wednesday,30,4,0,0,0,Million kind everything young.,Million kind everything young.,Food & Drink,1786.39,Expense,0,1070.425436241611,1786.39,303.23,1011.2385714285714,1266.4759999999999,1.0,15293.87,14
2020-07-22,2020,7,July,3,22,2,Wednesday,30,4,0,0,0,Week yourself public especially american.,Week yourself public especially american.,Shopping,495.53,Expense,0,979.205,2158.3599999999997,1786.39,935.28,1153.927,0.0,9421.33,11
2020-07-22,2020,7,July,3,22,2,Wednesday,30,4,0,0,0,Same page ago director.,Same page ago director.,Entertainment,1439.51,Expense,0,1036.1221678321679,4853.639999999999,495.53,952.1942857142858,1183.8793333333333,0.0,19769.34,18
2020-07-23,2020,7,July,3,23,3,Thursday,30,4,0,0,0,Why like impact fly.,Why like impact fly.,Rent,1559.06,Expense,0,982.2750909090909,3919.73,1439.51,1146.94,1158.448,1.0,19498.32,17
2020-07-24,2020,7,July,3,24,4,Friday,30,4,0,0,0,Form really explain.,Form really explain.,Salary,109.93,Expense,0,1020.9147260273971,109.93,1559.06,969.95,1136.4036666666664,1.0,5129.82,7
2020-07-28,2020,7,July,3,28,1,Tuesday,31,4,0,0,0,Already because education break significant.,Already because education break significant.,Rent,918.36,Expense,0,982.2750909090909,3919.73,109.93,944.5728571428572,1054.8823333333335,4.0,20416.68,18
2020-07-28,2020,7,July,3,28,1,Tuesday,31,4,0,0,0,Price my.,Price my.,Health & Fitness,1900.58,Expense,0,955.2240789473684,3031.75,918.36,1172.7657142857145,1096.127,0.0,16449.19,16
2020-07-29,2020,7,July,3,29,2,Wednesday,31,5,0,0,0,Could gun.,Could gun.,Shopping,1662.83,Expense,0,979.205,2158.3599999999997,1900.58,1155.1142857142856,1136.434,1.0,11084.16,12
2020-07-30,2020,7,July,3,30,3,Thursday,31,5,0,0,0,Kind appear environment capital explain.,Kind appear environment capital explain.,Utilities,1489.87,Expense,0,935.2482165605096,2810.9799999999996,1662.83,1297.162857142857,1162.4703333333334,1.0,15883.039999999999,17
2020-07-31,2020,7,July,3,31,4,Friday,31,5,0,0,1,Ahead picture son.,Ahead picture son.,Travel,1506.04,Expense,0,1059.3611875000001,5355.49,1489.87,1306.6671428571426,1150.0356666666667,1.0,21588.54,21
2020-08-01,2020,8,August,3,1,5,Saturday,31,1,1,1,0,Water positive child usually.,Water positive child usually.,Entertainment,556.45,Expense,0,1036.1221678321679,2473.45,1506.04,1163.4371428571428,1103.184,1.0,20325.79,19
2020-08-01,2020,8,August,3,1,5,Saturday,31,1,1,1,0,Relate indeed lot line lead.,Relate indeed lot line lead.,Other,2420.0,Income,1,2726.7279411764707,10799.0,556.45,1493.4471428571428,1180.9796666666666,0.0,41503.0,16
2020-08-01,2020,8,August,3,1,5,Saturday,31,1,1,1,0,Nearly need behavior.,Nearly need behavior.,Travel,1533.97,Expense,0,1059.3611875000001,6221.360000000001,2420.0,1581.3914285714286,1183.452,0.0,23122.51,22
2020-08-02,2020,8,August,3,2,6,Sunday,31,1,1,0,0,Course out second carry.,Course out second carry.,Health & Fitness,1787.12,Expense,0,955.2240789473684,2812.6499999999996,1533.97,1565.1828571428573,1217.138,1.0,18236.31,17
2020-08-03,2020,8,August,3,3,0,Monday,32,1,0,0,0,Significant take future.,Significant take future.,Investment,2394.0,Income,1,2558.112676056338,4142.0,1787.12,1669.6357142857144,1293.6603333333333,1.0,24240.0,12
2020-08-04,2020,8,August,3,4,1,Tuesday,32,1,0,0,0,Star executive fear.,Star executive fear.,Utilities,1415.77,Expense,0,935.2482165605096,3377.41,2394.0,1659.05,1316.3593333333333,1.0,17298.81,18
2020-08-04,2020,8,August,3,4,1,Tuesday,32,1,0,0,0,Your majority chance mrs generation.,Your majority chance mrs generation.,Other,3210.0,Income,1,2726.7279411764707,10799.0,1415.77,1902.4728571428573,1320.9926666666665,0.0,44713.0,17
2020-08-04,2020,8,August,3,4,1,Tuesday,32,1,0,0,0,Help usually thank wonder draw.,Help usually thank wonder draw.,Shopping,133.91,Expense,0,979.205,6623.78,3210.0,1842.1100000000001,1277.3793333333335,0.0,11218.07,13
2020-08-05,2020,8,August,3,5,2,Wednesday,32,1,0,0,0,Task improve fish.,Task improve fish.,Shopping,1810.63,Expense,0,979.205,6623.78,133.91,1755.0571428571427,1293.163,1.0,13028.7,14
2020-08-05,2020,8,August,3,5,2,Wednesday,32,1,0,0,0,History professional star wonder.,History professional star wonder.,Food & Drink,1714.9,Expense,0,1070.425436241611,5614.45,1810.63,1780.904285714286,1313.217,0.0,17008.77,15
2020-08-06,2020,8,August,3,6,3,Thursday,32,1,0,0,0,Call whole.,Call whole.,Shopping,959.19,Expense,0,979.205,6623.78,1714.9,1662.6285714285714,1281.0233333333335,1.0,13987.89,15
2020-08-08,2020,8,August,3,8,5,Saturday,32,2,1,0,0,Address century that wide.,Address century that wide.,Shopping,1081.06,Expense,0,979.205,6623.78,959.19,1475.0657142857144,1289.789,2.0,15068.95,16
2020-08-08,2020,8,August,3,8,5,Saturday,32,2,1,0,0,Them key.,Them key.,Travel,1509.42,Expense,0,1059.3611875000001,6221.360000000001,1081.06,1488.4442857142858,1320.7376666666667,0.0,24631.93,23
2020-08-09,2020,8,August,3,9,6,Sunday,32,2,1,0,0,Sit enter perhaps however.,Sit enter perhaps however.,Entertainment,981.58,Expense,0,1036.1221678321679,2473.45,1509.42,1170.0985714285714,1322.2793333333332,1.0,21307.37,20
2020-08-13,2020,8,August,3,13,3,Thursday,33,2,0,0,0,System teacher here first.,System teacher here first.,Salary,67.76,Expense,0,1020.9147260273971,1409.98,981.58,1160.6485714285714,1290.2966666666666,4.0,5197.58,8
2020-08-14,2020,8,August,3,14,4,Friday,33,2,0,0,0,Along attention piece tv young.,Along attention piece tv young.,Shopping,1451.12,Expense,0,979.205,6623.78,67.76,1109.29,1294.6303333333333,1.0,16520.07,17
2020-08-16,2020,8,August,3,16,6,Sunday,33,3,1,0,0,Within set region beyond.,Within set region beyond.,Utilities,1961.64,Expense,0,935.2482165605096,3377.41,1451.12,1144.5385714285715,1353.4903333333334,2.0,19260.45,19
2020-08-17,2020,8,August,3,17,0,Monday,34,3,0,0,0,Tough animal someone.,Tough animal someone.,Shopping,1187.87,Expense,0,979.205,6623.78,1961.64,1177.207142857143,1348.124,1.0,17707.94,18
2020-08-18,2020,8,August,3,18,1,Tuesday,34,3,0,0,0,Hear certainly most not.,Hear certainly most not.,Rent,1289.07,Expense,0,982.2750909090909,2853.7200000000003,1187.87,1206.9228571428573,1354.5596666666668,1.0,21705.75,19
2020-08-19,2020,8,August,3,19,2,Wednesday,34,3,0,0,0,Company participant him.,Company participant him.,Other,1988.0,Income,1,2726.7279411764707,10799.0,1289.07,1275.2914285714287,1410.7186666666666,1.0,46701.0,18
2020-08-20,2020,8,August,3,20,3,Thursday,34,3,0,0,0,Tree central leave effect.,Tree central leave effect.,Other,3181.0,Income,1,2726.7279411764707,10799.0,1988.0,1589.4942857142855,1457.2056666666665,1.0,49882.0,19
2020-08-21,2020,8,August,3,21,4,Friday,34,3,0,0,0,Together let.,Together let.,Health & Fitness,681.63,Expense,0,955.2240789473684,2812.6499999999996,3181.0,1677.19,1463.4089999999999,1.0,18917.94,18
2020-08-21,2020,8,August,3,21,4,Friday,34,3,0,0,0,Citizen kid generation onto police.,Citizen kid generation onto police.,Travel,1506.5,Expense,0,1059.3611875000001,6221.360000000001,681.63,1685.1014285714284,1465.6419999999998,0.0,26138.43,24
2020-08-22,2020,8,August,3,22,5,Saturday,34,4,1,0,0,Lead few yourself.,Lead few yourself.,Travel,1671.47,Expense,0,1059.3611875000001,6221.360000000001,1506.5,1643.6485714285714,1469.389,1.0,27809.9,25
2020-08-22,2020,8,August,3,22,5,Saturday,34,4,1,0,0,Down occur.,Down occur.,Food & Drink,1999.82,Expense,0,1070.425436241611,5614.45,1671.47,1759.6414285714284,1532.3853333333332,0.0,19008.59,16
2020-08-26,2020,8,August,3,26,2,Wednesday,35,4,0,0,0,Yeah far within.,Yeah far within.,Rent,1564.65,Expense,0,982.2750909090909,2853.7200000000003,1999.82,1799.01,1553.9283333333333,4.0,23270.4,20
2020-08-27,2020,8,August,3,27,3,Thursday,35,4,0,0,0,Seat strategy total simply discover.,Seat strategy total simply discover.,Investment,1748.0,Income,1,2558.112676056338,4142.0,1564.65,1764.7242857142858,1548.8423333333333,1.0,25988.0,13
2020-08-27,2020,8,August,3,27,3,Thursday,35,4,0,0,0,Account ten sing.,Account ten sing.,Food & Drink,1899.73,Expense,0,1070.425436241611,5614.45,1748.0,1581.685714285714,1556.7390000000003,0.0,20908.32,17
2020-08-29,2020,8,August,3,29,5,Saturday,35,5,1,0,0,Pm per question.,Pm per question.,Salary,1342.22,Expense,0,1020.9147260273971,1409.98,1899.73,1676.0557142857142,1551.8173333333332,2.0,6539.8,9
2020-08-30,2020,8,August,3,30,6,Sunday,35,5,1,0,0,Best physical always small almost.,Best physical always small almost.,Entertainment,935.42,Expense,0,1036.1221678321679,2473.45,1342.22,1594.472857142857,1532.7966666666666,1.0,22242.79,21
2020-08-31,2020,8,August,3,31,0,Monday,36,5,0,0,1,Bed far section.,Bed far section.,Health & Fitness,343.9,Expense,0,955.2240789473684,2812.6499999999996,935.42,1404.8200000000002,1525.7116666666668,1.0,19261.84,19
2020-09-01,2020,9,September,3,1,1,Tuesday,36,1,0,1,0,Car much will.,Car much will.,Rent,1557.81,Expense,0,982.2750909090909,5778.35,343.9,1341.6757142857143,1496.9720000000002,1.0,24828.21,21
2020-09-05,2020,9,September,3,5,5,Saturday,36,1,1,0,0,Tree store either station.,Tree store either station.,Other,1385.0,Income,1,2726.7279411764707,1385.0,1557.81,1316.0114285714285,1492.0063333333335,4.0,51267.0,20
2020-09-05,2020,9,September,3,5,5,Saturday,36,1,1,0,0,Second full boy.,Second full boy.,Travel,1155.84,Expense,0,1059.3611875000001,4846.1900000000005,1385.0,1231.4171428571428,1470.9636666666665,0.0,28965.74,26
2020-09-06,2020,9,September,3,6,6,Sunday,36,1,1,0,0,Senior difficult put.,Senior difficult put.,Shopping,799.34,Expense,0,979.205,799.34,1155.84,1074.2185714285713,1417.8083333333334,1.0,18507.28,19
2020-09-07,2020,9,September,3,7,0,Monday,37,1,0,0,0,Hand so add mr lawyer.,Hand so add mr lawyer.,Rent,1188.27,Expense,0,982.2750909090909,5778.35,799.34,1052.2257142857143,1410.225,1.0,26016.48,22
2020-09-08,2020,9,September,3,8,1,Tuesday,37,2,0,0,0,Herself police he push likely.,Herself police he push likely.,Entertainment,212.78,Expense,0,1036.1221678321679,393.15,1188.27,948.9914285714285,1310.3176666666666,1.0,22455.57,22
2020-09-11,2020,9,September,3,11,4,Friday,37,2,0,0,0,Doctor mr.,Doctor mr.,Health & Fitness,147.22,Expense,0,955.2240789473684,214.32999999999998,212.78,920.8942857142857,1310.7613333333331,3.0,19409.06,20
2020-09-11,2020,9,September,3,11,4,Friday,37,2,0,0,0,Trip determine as statement.,Trip determine as statement.,Rent,1594.49,Expense,0,982.2750909090909,5778.35,147.22,926.1342857142857,1303.5566666666666,0.0,27610.97,23
2020-09-11,2020,9,September,3,11,4,Friday,37,2,0,0,0,Bring animal also you.,Bring animal also you.,Food & Drink,700.94,Expense,0,1070.425436241611,2596.78,1594.49,828.4114285714286,1269.758,0.0,21609.260000000002,18
2020-09-16,2020,9,September,3,16,2,Wednesday,38,3,0,0,0,He we recent music.,He we recent music.,Food & Drink,1700.66,Expense,0,1070.425436241611,2596.78,700.94,906.2428571428572,1294.4736666666665,5.0,23309.920000000002,19
2020-09-17,2020,9,September,3,17,3,Thursday,38,3,0,0,0,Those pressure street.,Those pressure street.,Rent,872.71,Expense,0,982.2750909090909,5778.35,1700.66,916.7242857142857,1287.5286666666666,1.0,28483.68,24
2020-09-17,2020,9,September,3,17,3,Thursday,38,3,0,0,0,Allow have kitchen.,Allow have kitchen.,Salary,1417.54,Expense,0,1020.9147260273971,5906.79,872.71,949.4771428571429,1284.4660000000001,0.0,7957.34,10
2020-09-18,2020,9,September,3,18,4,Friday,38,3,0,0,0,Between rate name within.,Between rate name within.,Travel,1235.67,Expense,0,1059.3611875000001,4846.1900000000005,1417.54,1095.6042857142857,1292.9356666666667,1.0,30201.41,27
2020-09-18,2020,9,September,3,18,4,Friday,38,3,0,0,0,Huge couple.,Huge couple.,Salary,935.1,Expense,0,1020.9147260273971,5906.79,1235.67,1208.1585714285716,1321.847,0.0,8892.44,11
2020-09-22,2020,9,September,3,22,1,Tuesday,39,4,0,0,0,Begin deep police wife.,Begin deep police wife.,Travel,651.39,Expense,0,1059.3611875000001,4846.1900000000005,935.1,1073.43,1295.1893333333333,4.0,30852.8,28
2020-09-22,2020,9,September,3,22,1,Tuesday,39,4,0,0,0,During call north attention.,During call north attention.,Rent,565.07,Expense,0,982.2750909090909,5778.35,651.39,1054.02,1248.637,0.0,29048.75,25
2020-09-22,2020,9,September,3,22,1,Tuesday,39,4,0,0,0,Only spend do.,Only spend do.,Salary,1144.0,Expense,0,1020.9147260273971,5906.79,565.07,974.4971428571428,1247.1746666666666,0.0,10036.44,12
2020-09-23,2020,9,September,3,23,2,Wednesday,39,4,0,0,0,Produce ago.,Produce ago.,Utilities,980.22,Expense,0,935.2482165605096,980.22,1144.0,989.8557142857144,1236.8796666666667,1.0,20240.67,20
2020-09-23,2020,9,September,3,23,2,Wednesday,39,4,0,0,0,Able teach certain candidate economy.,Able teach certain candidate economy.,Health & Fitness,67.11,Expense,0,955.2240789473684,214.32999999999998,980.22,796.9371428571429,1172.85,0.0,19476.170000000002,21
2020-09-25,2020,9,September,3,25,4,Friday,39,4,0,0,0,So draw food company.,So draw food company.,Travel,687.27,Expense,0,1059.3611875000001,4846.1900000000005,67.11,718.5942857142857,1089.7256666666667,2.0,31540.07,29
2020-09-27,2020,9,September,3,27,6,Sunday,39,4,1,0,0,Score moment second.,Score moment second.,Travel,1116.02,Expense,0,1059.3611875000001,4846.1900000000005,687.27,744.4399999999999,1104.205333333333,2.0,32656.09,30
2020-09-27,2020,9,September,3,27,6,Sunday,39,4,1,0,0,Sing message board mean.,Sing message board mean.,Entertainment,180.37,Expense,0,1036.1221678321679,393.15,1116.02,677.1514285714285,1060.001,0.0,22635.94,23
2020-09-27,2020,9,September,3,27,6,Sunday,39,4,1,0,0,Feeling poor all your suggest.,Feeling poor all your suggest.,Salary,1114.8,Expense,0,1020.9147260273971,5906.79,180.37,755.6842857142857,1041.4453333333333,0.0,11151.24,13
2020-09-29,2020,9,September,3,29,1,Tuesday,40,5,0,0,0,Make travel.,Make travel.,Salary,1295.35,Expense,0,1020.9147260273971,5906.79,1114.8,777.3057142857142,1017.9630000000001,2.0,12446.59,14
2020-09-30,2020,9,September,3,30,2,Wednesday,40,5,0,0,1,Focus chance.,Focus chance.,Food & Drink,195.18,Expense,0,1070.425436241611,2596.78,1295.35,665.1571428571427,972.3140000000001,1.0,23505.1,20
2020-10-01,2020,10,October,4,1,3,Thursday,40,1,0,1,0,Person one republican.,Person one republican.,Entertainment,619.35,Expense,0,1036.1221678321679,2709.63,195.18,744.0485714285714,934.6923333333333,1.0,23255.29,24
2020-10-03,2020,10,October,4,3,5,Saturday,40,1,1,0,0,Most law painting between reduce.,Most law painting between reduce.,Salary,1111.41,Expense,0,1020.9147260273971,3825.62,619.35,804.64,908.4150000000001,2.0,13558.0,15
2020-10-04,2020,10,October,4,4,6,Sunday,40,1,1,0,0,Involve thousand including.,Involve thousand including.,Health & Fitness,710.1,Expense,0,955.2240789473684,710.1,1111.41,746.6514285714286,887.3443333333332,1.0,20186.27,22
2020-10-07,2020,10,October,4,7,2,Wednesday,41,1,0,0,0,Rather listen before.,Rather listen before.,Investment,3084.0,Income,1,2558.112676056338,12897.0,710.1,1161.4557142857143,958.9636666666667,3.0,29072.0,14
2020-10-07,2020,10,October,4,7,2,Wednesday,41,1,0,0,0,It season.,It season.,Investment,2069.0,Income,1,2558.112676056338,12897.0,3084.0,1297.77,1016.467,0.0,31141.0,15
2020-10-07,2020,10,October,4,7,2,Wednesday,41,1,0,0,0,Indeed believe interview professor.,Indeed believe interview professor.,Travel,510.29,Expense,0,1059.3611875000001,4522.66,2069.0,1185.6185714285714,981.5496666666666,0.0,33166.38,31
2020-10-08,2020,10,October,4,8,3,Thursday,41,2,0,0,0,News only no.,News only no.,Salary,560.23,Expense,0,1020.9147260273971,3825.62,510.29,1237.7685714285715,954.0573333333333,1.0,14118.23,16
2020-10-08,2020,10,October,4,8,3,Thursday,41,2,0,0,0,Improve them wait.,Improve them wait.,Travel,1961.22,Expense,0,1059.3611875000001,4522.66,560.23,1429.4642857142858,980.9033333333333,0.0,35127.6,32
